transaction_id,date,time,merchant,memo,amount,category,is_wants,is_impulse,sub_type,is_unseen_merchant,processed_text
8c728765-63f5-4939-af44-a58bff800a7c,2025-02-27,12:39,ชายสี่บะหมี่เกี๊ยว,โจ๊กหมูใส่ไข่เยี่ยวม้า,130.17,food,False,False,routine,False,ชาย สี่ บะหมี่ เกี๊ยว โจ๊ก หมู ใส่ ไข่เยี่ยวม้า
f0596b87-1597-4143-9ad6-38482f6a3291,2025-12-16,21:37,Tops Supermarket All Seasons,ซื้อของใช้จำเป็นในห้องน้ำ,290.24,shopping,False,False,routine,False,tops supermarket all seasons ซื้อ ของใช้ จำเป็น ใน ห้องน้ำ
bc989ac1-4106-40ac-aad4-4bea8f867155,2025-09-01,07:14,Sukishi Korean Buffet,เซ็ตซูชิพรีเมียมแซลมอน 5 คำ,657.07,food,True,False,wants,False,sukishi korean buffet เซ็ต ซูชิ พรีเมียม แซลมอน 5 คำ
54d3884b-3802-463f-9d46-2d4d9198c299,2025-08-22,10:01,ธนาคารกรุงไทย Krungthai Next,ส่งพัสดุเอกสารด่วน,447.11,other,False,False,routine,False,ธนาคาร กรุงไทย krungthai next ส่ง พัสดุ เอกสาร ด่วน
ee425299-1f1f-4c4c-adbe-01982987edd5,2025-07-27,14:49,Sukishi Korean Buffet,-,1595.38,food,True,True,wants,False,sukishi korean buffet
30337175-a625-4f63-bda5-d987e20356a8,2025-01-01,15:21,ประกันภัยรถยนต์ วิริยะประกันภัย,ชำระค่าไฟฟ้าประจำเดือน MEA,1012.59,bills,False,False,routine,False,ประกันภัย รถยนต์ วิริยะ ประกันภัย ชำระ ค่าไฟฟ้า ประจำเดือน mea
72a10eb1-b5f7-4999-8706-02e337d0e070,2025-04-21,21:21,Starbucks Reserve,Shibuya Honey Toast และชาร้อน,565.37,food,True,False,wants,False,starbucks reserve shibuya honey toast และ ชาร้อน
53f20cf0-2c39-4a57-8826-f15b49fe85c0,2025-08-15,21:38,MK Restaurants,ปิ้งย่างบาร์บีคิวฉลองปิดโปรเจกต์,828.35,food,True,False,wants,False,mk restaurants ปิ้ง ย่าง บาร์บีคิว ฉลอง ปิด โปรเจกต์
ddb2abd2-eebe-4ba5-9406-93dfbebc045b,2025-11-26,21:27,GrabCar Premium Bangkok,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,703.58,transport,True,True,wants,False,grabcar premium bangkok จองตั๋ว เครื่องบิน ไปเที่ยว ภูเก็ต
7f9d134b-5896-46bd-bbca-8188f7322719,2025-10-04,20:38,Shell Station สุขุมวิท,เติมน้ำมันมอเตอร์ไซค์เต็มถัง,87.13,transport,False,False,routine,False,shell station สุขุมวิท เติมน้ำมัน มอเตอร์ไซค์ เต็ม ถัง
64e7d060-0d61-4d08-ba9d-27cc7c7373cf,2025-05-11,00:24,PlayStation Network TH,PlayStation Plus Member,578.51,entertainment,True,False,wants,False,playstation network th playstation plus member
1ca310d1-5a49-4d6e-b6e1-39af14087731,2025-05-04,02:38,ข้าวมันไก่ตอนประตูน้ำ,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,170.17,food,False,False,routine,False,ข้าวมัน ไก่ตอน ประตูน้ำ ข้าว กล่อง เซเว่น พร้อม น้ำดื่ม
3a5165ca-e284-495f-a14e-1ba94794d1b2,2025-01-25,22:15,MK Restaurants,สุกี้ชาบูเนื้อวากิวไม่อั้น,819.41,food,True,True,wants,False,mk restaurants สุกี้ ชาบู เนื้อ วา กิว ไม่ อั้น
e8af65e7-eaed-42f6-a756-c465a3438e1b,2025-12-01,12:16,Boots Pharmacy พระราม 9,กล่องเก็บของและอุปกรณ์อเนกประสงค์,357.93,shopping,False,False,routine,False,boots pharmacy พระราม 9 กล่อง เก็บ ของ และ อุปกรณ์ อเนกประสงค์
c8728175-5d85-4672-8548-757fef303c78,2025-03-01,01:07,Lineman - ยำกุ้งสดแซ่บลืมผัว,ชานมไข่มุก golden bubble x2,1131.07,food,True,True,impulse_delivery,False,lineman ยำ กุ้ง สด แซ่บ ลืม ผัว ชา นม ไข่มุก golden bubble x 2
e50fa92e-5fa4-4208-9b9f-6d0aee335555,2025-08-25,00:27,ปตท. PTT Station สาขา 2,ค่าวินมอไซค์ไปต่อรถไฟฟ้า,78.05,transport,False,False,routine,False,ปตท ptt station สาขา 2 ค่า วิน มอไซค์ ไป ต่อ รถไฟฟ้า
5de29be9-69ff-4d31-aeb2-075719e24cba,2025-02-15,02:22,Central Online Shopping,เครื่องดูดฝุ่นไร้สายกดตอนเที่ยงคืน,1530.85,shopping,True,True,impulse_online,False,central online shopping เครื่องดูดฝุ่น ไร้สาย กด ตอน เที่ยงคืน
448251ac-734a-405a-b780-f409d4758363,2025-10-11,07:09,ร้านอาหารตามสั่งลุงหนวด,บะหมี่เกี๊ยวหมูแดงแห้ง,129.86,food,False,False,routine,False,ร้านอาหาร ตาม สั่ง ลุง หนวด บะหมี่ เกี๊ยว หมูแดง แห้ง
d21d4443-9dee-4d23-b410-ef736420d71d,2025-12-18,13:13,Tops Supermarket All Seasons,ซื้อของใช้จำเป็นในห้องน้ำ,163.65,shopping,False,False,routine,False,tops supermarket all seasons ซื้อ ของใช้ จำเป็น ใน ห้องน้ำ
a04f1e6a-8151-484d-8f63-a83055e0ddc2,2025-12-21,00:50,Steam Games Store,Spotify Individual Subscription,1294.63,entertainment,True,False,wants,False,steam games store spotify individual subscription
3d8c5f41-cbcc-4fe1-a34e-00f4d8c26f97,2025-08-28,13:32,วินมอเตอร์ไซค์ ซอยสุขุมวิท 21,เติมน้ำมัน Gasohol 95,119.15,transport,False,False,routine,False,วิน มอเตอร์ไซค์ ซอย สุขุมวิท 21 เติมน้ำมัน gasohol 95
5c857f14-cfa1-4c8c-8216-e79c779cfea3,2025-04-05,08:23,GrabCar Premium Bangkok,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,1637.71,transport,True,False,wants,False,grabcar premium bangkok จองตั๋ว เครื่องบิน ไปเที่ยว ภูเก็ต
f6304999-da9f-4a4a-8bfb-c767ab756e2d,2025-08-17,07:44,ร้านข้าวต้มรอบดึก กวงเฮง,กะเพราหมูกรอบไข่ดาวไม่สุก,226.62,food,False,False,routine,False,ร้าน ข้าวต้ม รอบ ดึก กวง เฮง กะเพรา หมูกรอบ ไข่ดาว ไม่ สุก
8d1cfe37-40f8-4243-9ffc-3eeb7c5a6b6e,2025-10-25,10:16,3BB Broadband Member,ค่าโทรศัพท์และบรอดแบนด์,2353.23,bills,False,False,routine,False,3 bb broadband member ค่าโทรศัพท์ และ บรอดแบนด์
faa804e1-1ffb-4484-9743-c0bc4fbac945,2025-11-08,22:12,Tops Supermarket All Seasons,กล่องเก็บของและอุปกรณ์อเนกประสงค์,240.84,shopping,False,False,routine,False,tops supermarket all seasons กล่อง เก็บ ของ และ อุปกรณ์ อเนกประสงค์
676c0c9d-c62c-44df-8ebe-76c187f4e419,2025-02-17,14:07,YouTube Premium Monthly,ตั๋วหนัง IMAX 3D พร้อมป๊อปคอร์น,1657.35,entertainment,True,False,wants,False,youtube premium monthly ตั๋วหนัง imax 3 d พร้อม ป๊อปคอร์น
803d368e-0485-4bfd-8f6d-9bde07cb974d,2025-06-05,15:21,โจ๊กสามย่าน สาขา 2,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,172.41,food,False,False,routine,False,โจ๊ก สามย่าน สาขา 2 ข้าว กล่อง เซเว่น พร้อม น้ำดื่ม
ccf0d4af-3095-4cf3-ad26-c80ab40994d1,2026-01-01,22:16,Lotus's สุขุมวิท 50,ยอดตัดบัญชี,260.12,shopping,False,False,routine,False,lotus s สุขุมวิท 50 ยอด ตัด บัญชี
b7b93b8a-13ad-4fc6-bbec-b87873dd2e3d,2025-07-14,09:55,Haidilao Hot Pot CentralWorld,จ่ายผ่านแอป,285.51,food,True,False,wants,False,haidilao hot pot centralworld จ่าย ผ่าน แอ ป
9b44761f-cabf-4944-822d-28ffbf87d924,2025-06-20,18:14,Big C Supercenter รัชดา,เคลียร์ยอด,136.78,shopping,False,False,routine,False,big c supercenter รัชดา เคลียร์ ยอด
bd4044b1-a792-4bec-a94c-9f0e27240726,2025-12-19,09:38,ชายสี่บะหมี่เกี๊ยว,ข้าวราดแกง 2 อย่างไข่ต้ม,99.99,food,False,False,routine,False,ชาย สี่ บะหมี่ เกี๊ยว ข้าวราดแกง 2 อย่าง ไข่ต้ม
af461006-f7e4-4409-9067-93c096627787,2025-02-25,15:08,โอนร่วมบุญผ้าป่าวัดป่า,โอนเงิน,178.33,other,True,True,wants,False,โอน ร่วม บุญ ผ้าป่า วัด ป่า โอน เงิน
94e80d5f-a9e9-493d-be38-9d61a482f49e,2025-05-24,17:22,Caltex เอกมัย,ค่าวินไปหน้าปากซอยสุขุมวิท,36.45,transport,False,False,routine,False,caltex เอกมัย ค่า วิน ไป หน้า ปากซอย สุขุมวิท
196184b7-a2e4-4b2a-81ed-85ce57ccfbb9,2025-12-17,14:24,ข้าวมันไก่ตอนประตูน้ำ,บะหมี่เกี๊ยวหมูแดงแห้ง,219.93,food,False,False,routine,False,ข้าวมัน ไก่ตอน ประตูน้ำ บะหมี่ เกี๊ยว หมูแดง แห้ง
4de5a39a-63b9-4e36-8d2b-81d3ee26e4e3,2025-03-23,14:35,วัดสระเกศราชวรมหาวิหาร,โอนเงินคืนเพื่อนค่าอาหารกลางวัน,342.87,other,False,False,routine,False,วัด สระ เกศ ราชวรมหาวิหาร โอน เงิน คืน เพื่อน ค่า อาหารกลางวัน
e333069b-483a-4a4b-aa12-4f692a76ac05,2025-05-30,13:55,Line Man Taxi VIP,Grab VIP เดินทางไปสนามบิน,2291.99,transport,True,False,wants,False,line man taxi vip grab vip เดินทาง ไป สนามบิน
87eb9551-8430-4832-8a07-879e152c6e95,2025-05-25,09:43,AIS Fibre Broadband,ค่าโทรศัพท์และบรอดแบนด์,1266.31,bills,False,False,routine,False,ais fibre broadband ค่าโทรศัพท์ และ บรอดแบนด์
276bbca1-50d3-4f8e-ae7b-8c49ee4c4a5c,2025-05-19,10:08,PlayStation Network TH,ตั๋วชมภาพยนตร์รอบค่ำ,1398.55,entertainment,True,False,wants,False,playstation network th ตั๋ว ชม ภาพยนตร์ รอบ ค่ำ
9e6d66b4-142e-4356-8fce-e7094d6c1200,2025-04-09,14:23,Major Cineplex รัชโยธิน,YouTube Premium Family,933.06,entertainment,True,False,wants,False,major cineplex รัชโยธิน youtube premium family
d65fcfd5-76b7-44e8-b42f-4b736e55fc44,2025-01-09,18:18,PromptPay โอนเงินส่วนตัว,ร่วมบริจาคอาหารสุนัขแมวจรจัด,295.12,other,True,False,wants,False,promptpay โอน เงิน ส่วนตัว ร่วม บริจาค อาหาร สุนัข แมว จรจัด
b7f464f9-b573-43f2-8a01-0d6a5b492500,2025-03-13,19:04,ร้านข้าวต้มรอบดึก กวงเฮง,ส้มตำไทยคอหมูย่าง,156.87,food,False,False,routine,False,ร้าน ข้าวต้ม รอบ ดึก กวง เฮง ส้มตำ ไทย คอ หมู ย่าง
e8baadeb-db84-4c2a-9133-bafcd7d21a8f,2025-03-18,10:49,7-Eleven สาขาอโศก,มื้อเที่ยงกับทีม,187.83,food,False,False,routine,False,7 eleven สาขา อโศก มื้อ เที่ยง กับ ทีม
d07dfc45-f2b8-44bb-a201-ce2fc141c617,2025-09-03,17:21,โอนเงินบริจาคมูลนิธิสุนัขจรจัด,ร่วมบุญสร้างโรงพยาบาลสงฆ์,360.29,other,True,False,wants,False,โอน เงินบริจาค มูลนิธิ สุนัขจรจัด ร่วม บุญ สร้าง โรงพยาบาล สงฆ์
8f668a1f-62ad-46e5-9810-6d53450aa071,2025-08-19,19:25,การประปานครหลวง MWA,เบี้ยประกันสุขภาพรายเดือน,1045.96,bills,False,False,routine,False,การประปา นครหลวง mwa เบี้ยประกัน สุขภาพ รายเดือน
f8012c7b-0a4a-40b6-bb2c-61341f81731b,2025-02-12,18:15,โอนเงินบริจาคมูลนิธิสุนัขจรจัด,โอนเงินซื้อของขวัญวันเกิดเพื่อน,186.6,other,True,False,wants,False,โอน เงินบริจาค มูลนิธิ สุนัขจรจัด โอน เงิน ซื้อ ของขวัญ วันเกิด เพื่อน
809321e6-2ee6-44a9-be7b-939199e62d29,2025-11-24,13:16,Major Cineplex รัชโยธิน,ร้องคาราโอเกะปาร์ตี้วันหยุด,969.6,entertainment,True,False,wants,False,major cineplex รัชโยธิน ร้อง คาราโอเกะ ปาร์ตี้ วันหยุด
ed833153-9343-4861-bcd3-f10f4a50575b,2025-06-17,09:09,โจ๊กสามย่าน สาขา 2,อาหารตามสั่งจานด่วน,205.77,food,False,False,routine,False,โจ๊ก สามย่าน สาขา 2 อาหาร ตาม สั่ง จาน ด่วน
9167d061-d151-4f65-ae85-b13bd95ca4fd,2025-10-27,15:31,โอนร่วมบุญผ้าป่าวัดป่า,โอนเงินซื้อของขวัญวันเกิดเพื่อน,364.69,other,True,True,wants,False,โอน ร่วม บุญ ผ้าป่า วัด ป่า โอน เงิน ซื้อ ของขวัญ วันเกิด เพื่อน
ce7fe65f-f704-4897-8daf-7b77c8161d5b,2025-11-14,21:07,Starbucks Reserve,เซ็ตซูชิพรีเมียมแซลมอน 5 คำ,614.97,food,True,False,wants,False,starbucks reserve เซ็ต ซูชิ พรีเมียม แซลมอน 5 คำ
7d5cc17a-14be-4e91-b60e-ae7e7e4f7af7,2025-07-04,00:28,PlayStation Network TH,Netflix Premium รายเดือน 4K,472.0,entertainment,True,False,wants,False,playstation network th netflix premium รายเดือน 4 k
7e428ea6-c23d-4186-91fa-23f29bcece27,2025-08-13,17:24,Sukishi Korean Buffet,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,521.08,food,True,False,wants,False,sukishi korean buffet บุฟเฟต์ ปิ้ง ย่าง เกาหลี ชุด ใหญ่
38ef1b40-b3d5-45dc-b68f-b4ecc39f7d31,2025-11-30,07:19,ปตท. PTT Station สาขา 2,ชำระเงิน,56.45,transport,False,False,routine,False,ปตท ptt station สาขา 2 ชำระเงิน
ef46812d-b014-4068-a988-7aa0b5ab735e,2025-09-29,18:40,Amazon Cafe PTT,ไม่ระบุ,226.8,food,False,False,routine,False,amazon cafe ptt ไม่ ระบุ
e74b014d-0ead-4c9b-8cbd-fdc2a3fd66c2,2025-08-27,16:13,Line Man Taxi VIP,โอน,1394.45,transport,True,True,wants,False,line man taxi vip โอน
bb7719fe-c0da-4760-a4e2-9cf64dd9a535,2025-12-13,14:11,Sukishi Korean Buffet,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,851.27,food,True,False,wants,False,sukishi korean buffet สุกี้ ชุด ครอบครัว พร้อม เป็ด ย่าง
57f7762d-e7b8-44c4-93cc-7077ee0a4df7,2025-08-30,02:49,Bolt Taxi Express,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,659.97,transport,True,False,wants,False,bolt taxi express จองตั๋ว เครื่องบิน ไปเที่ยว ภูเก็ต
49ee3114-95ec-41ee-9084-e8c8e93b85bb,2025-01-13,11:12,Lotus's สุขุมวิท 50,ผลไม้นำเข้าและนมจืด,169.61,shopping,False,False,routine,False,lotus s สุขุมวิท 50 ผลไม้ นำเข้า และ นม จืด
08040554-f1e1-45b9-9281-dff3848933b2,2025-06-24,00:31,ร้านข้าวต้มรอบดึก กวงเฮง,ข้าวราดแกง 2 อย่างไข่ต้ม,179.76,food,False,False,routine,False,ร้าน ข้าวต้ม รอบ ดึก กวง เฮง ข้าวราดแกง 2 อย่าง ไข่ต้ม
6febf671-f759-499a-9fe9-61e3bc52e8e1,2025-01-11,02:01,AIS Fibre Broadband,ชำระบิลบัตรเครดิตรายเดือน,2803.64,bills,False,False,routine,False,ais fibre broadband ชำ ระบิล บัตรเครดิต รายเดือน
04adb894-89d3-4fe6-bf52-b733ce61868d,2025-12-08,22:21,Sukishi Korean Buffet,สุกี้ชุดครอบครัวพร้อมเป็ดย่าง,540.96,food,True,False,wants,False,sukishi korean buffet สุกี้ ชุด ครอบครัว พร้อม เป็ด ย่าง
8f4cf3b5-30df-49af-95ab-1d137eebb8f7,2025-04-08,19:41,Tops Supermarket All Seasons,คืนเพื่อน,261.19,shopping,False,False,routine,False,tops supermarket all seasons คืน เพื่อน
0f61e08a-3f75-4bbe-8881-cf3a1d8185ea,2025-06-18,07:18,ข้าวมันไก่ตอนประตูน้ำ,คืนเพื่อน,100.41,food,False,False,routine,False,ข้าวมัน ไก่ตอน ประตูน้ำ คืน เพื่อน
8f52bdd7-bce8-480e-a606-4a9a42567c5a,2025-04-17,14:00,Sukishi Korean Buffet,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,885.57,food,True,False,wants,False,sukishi korean buffet บุฟเฟต์ ปิ้ง ย่าง เกาหลี ชุด ใหญ่
2361a18b-e94f-4d64-8f30-c97042cf8aca,2025-03-10,12:27,SF Cinema World CentralWorld,ตั๋วชมภาพยนตร์รอบค่ำ,193.33,entertainment,True,False,wants,False,sf cinema world centralworld ตั๋ว ชม ภาพยนตร์ รอบ ค่ำ
8110fdd4-5aa5-4729-9a0b-575345cf6c85,2025-01-08,08:03,โจ๊กสามย่าน สาขา 2,กาแฟคั่วเข้มแก้วเช้า,81.49,food,False,False,routine,False,โจ๊ก สามย่าน สาขา 2 กาแฟ คั่ว เข้ม แก้ว เช้า
ba21b7f9-dc77-4411-b81a-960e4f98b409,2025-10-28,17:28,Amazon Cafe PTT,โจ๊กหมูใส่ไข่เยี่ยวม้า,147.3,food,False,False,routine,False,amazon cafe ptt โจ๊ก หมู ใส่ ไข่เยี่ยวม้า
5c4a2028-e413-4c6f-960b-55a192a76d68,2025-03-18,08:48,บัตรเครดิต SCB CardX,ชำระค่าส่วนกลางคอนโดมิเนียม,3467.28,bills,False,False,routine,False,บัตรเครดิต scb cardx ชำระ ค่า ส่วนกลาง คอนโดมิเนียม
f4c00c75-0700-44d1-8b4b-1f1e29d3fd74,2025-11-13,17:22,7-Eleven สาขาอโศก,ยอดตัดบัญชี,145.74,food,False,False,routine,False,7 eleven สาขา อโศก ยอด ตัด บัญชี
1df2c805-74bf-4ad4-b299-c16f5f6bc71d,2025-07-12,19:22,ทางด่วน กทพ. Easy Pass,ค่าวินไปหน้าปากซอยสุขุมวิท,73.58,transport,False,False,routine,False,ทางด่วน กทพ easy pass ค่า วิน ไป หน้า ปากซอย สุขุมวิท
dedff273-9251-4066-baa0-5f99408a9d65,2025-06-27,22:31,Bar B Q Plaza,จ่ายผ่านแอป,520.81,food,True,True,wants,False,bar b q plaza จ่าย ผ่าน แอ ป
bc3a77c6-3698-44b5-8131-41fed661c5cd,2025-02-14,08:55,ร้านอาหารตามสั่งลุงหนวด,เส้นเล็กน้ำตกหมูพิเศษ,137.39,food,False,False,routine,False,ร้านอาหาร ตาม สั่ง ลุง หนวด เส้น เล็ก น้ำตก หมู พิเศษ
9cd5c06c-9d04-435d-8e0d-061f539384d0,2025-03-13,17:50,ธนาคารกสิกรไทย K-Mobile,โอนเงินคืนค่าแท็กซี่หารกัน,274.91,other,False,False,routine,False,ธนาคาร กสิกร ไทย k mobile โอน เงิน คืน ค่า แท็กซี่ หาร กัน
2e54257c-e165-491d-9c4f-ca2c8fb0023c,2025-11-29,14:03,Big C Supercenter รัชดา,น้ำยาซักผ้าและปรับผ้านุ่ม,235.15,shopping,False,False,routine,False,big c supercenter รัชดา น้ำยา ซักผ้า และ ปรับ ผ้า นุ่ม
226edfe6-6044-4d83-bc1a-bf93afb628d7,2025-08-11,14:57,ค่าเช่าคอนโด ลุมพินีทาวเวอร์,ค่าโทรศัพท์และบรอดแบนด์,3365.85,bills,False,False,routine,False,ค่าเช่า คอนโด ลุมพินี ทาวเวอร์ ค่าโทรศัพท์ และ บรอดแบนด์
ac69b490-3281-4788-86fb-229a39b560d9,2025-12-03,18:46,ร้านข้าวต้มรอบดึก กวงเฮง,โจ๊กหมูใส่ไข่เยี่ยวม้า,234.12,food,False,False,routine,False,ร้าน ข้าวต้ม รอบ ดึก กวง เฮง โจ๊ก หมู ใส่ ไข่เยี่ยวม้า
b80f77a7-fab4-4b1d-88d9-673f9e748128,2025-12-21,00:54,Lineman - ยำกุ้งสดแซ่บลืมผัว,ไก่ทอดบอนชอนชุดปาร์ตี้ สั่งดึก,598.14,food,True,True,impulse_delivery,False,lineman ยำ กุ้ง สด แซ่บ ลืม ผัว ไก่ทอด บอน ชอน ชุด ปาร์ตี้ สั่ง ดึก
06f0472f-c949-4b38-8b5f-c68ee5dbb910,2025-10-20,13:55,Bolt Taxi Express,เรียกรถ GrabCar ไปปาร์ตี้,705.45,transport,True,False,wants,False,bolt taxi express เรียก รถ grabcar ไป ปาร์ตี้
73628a29-fcdb-4f4e-bd75-259678a37af0,2025-01-20,09:18,TrueMove H Postpaid,โอนค่าเช่าคอนโดประจำเดือน,1279.86,bills,False,False,routine,False,truemove h postpaid โอน ค่าเช่า คอนโด ประจำเดือน
